ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	εἰ	t_1	102462950	c--------	c--------		εἰ	εἰ		m|m|
1	2	μὴ	t_2	102462951	d--------	d--------		μή	μή		m|m|
1	3	συνῄδη	t_3	102462952	v1slia---	v1slia---		σύνοιδα	σύνοιδα		m|m|
1	4	,	t_4	102462953	u--------	u--------		,	,		m|m|
1	5	ὦ	t_5	102462954	i--------	i--------		ὦ	ὦ		m|m|
1	6	βουλή	t_6	102462955	n-s---mv-	n-s---fv-		βουλή	βουλή		m|m|
1	7	,	t_7	102462956	u--------	u--------		,	,		m|m|
1	8	τοῖς	t_8	102462957	l-p---md-	l-p---md-		ὁ	ὁ		m|m|
1	9	κατηγόροις	t_9	102462958	a-p---md-	a-p---md-		κατήγορος	κατήγορος		m|m|
1	10	βουλομένοις	t_10	102462959	v-pppemd-	v-pppmmd-		βούλομαι	βούλομαι		m|m|
1	11	ἐκ	t_11	102462960	r--------	r--------		ἐκ	ἐκ		m|m|
1	12	παντὸς	t_12	102462961	a-s---mg-	p-s---mg-		πᾶς	πᾶς		m|m|
1	13	τρόπου	t_13	102462962	n-s---mg-	n-s---mg-		τρόπος	τρόπος		m|m|
1	14	κακῶς	t_14	102462963	d--------	d--------		κακός	κακός		m|m|
1	15	ἐμὲ	t_15	102462964	p1s---ma-	p-s---ca-		ἐγώ	ἐγώ		m|m|
1	16	ποιεῖν	t_16	102462965	v--pna---	v--pna---		ποιέω	ποιέω		m|m|
1	17	,	t_17	102462966	u--------	u--------		,	,		m|m|
1	18	πολλὴν	t_18	102462967	a-s---fa-	a-s---fa-		πολύς	πολύς		m|m|
1	19	ἂν	t_19	102462968	d--------	g--------		ἄν	ἄν		m|m|
1	20	αὐτοῖς	t_20	102462969	p-p---md-	p-p---md-		αὐτός	αὐτός		m|m|
1	21	χάριν	t_21	102462970	n-s---fa-	n-s---fa-		χάρις	χάρις		m|m|
1	22	εἶχον	t_22	102462971	v1siia---	v1siia---		ἔχω	ἔχω		m|m|
1	23	ταύτης	t_23	102462972	a-s---fg-	p-s---fg-		οὗτος	οὗτος		m|m|
1	24	τῆς	t_24	102462973	l-s---fg-	l-s---fg-		ὁ	ὁ		m|m|
1	25	κατηγορίας	t_25	102462974	n-s---fg-	n-s---fg-		κατηγορία	κατηγορία		m|m|
1	26	·	t_26	102462975	u--------	u--------		·	·		m|m|
1	27	ἡγοῦμαι	t_27	102462976	v1spim---	v1spim---		ἡγέομαι	ἡγέομαι		m|m|
1	28	γὰρ	t_28	102462977	d--------	g--------		γάρ	γάρ		m|m|
