ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	εἰ	t_1	100678121	c--------	c--------		εἰ	εἰ		m|m|
1	2	πάντες	t_2	100678122	a-p---mn-	p-p---mn-		πᾶς	πᾶς		m|m|
1	3	ἤθελον	t_3	100678123	v3piia---	v3piia---		ἐθέλω	ἐθέλω		m|m|
1	4	οἱ	t_4	100678124	l-p---mn-	l-p---mn-		ὁ	ὁ		m|m|
1	5	παιδεύειν	t_5	100678125	v--pna---	v--pna---		παιδεύω	παιδεύω		m|m|
1	6	ἐπιχειροῦντες	t_6	100678126	v-pppamn-	v-pppamn-		ἐπιχειρέω	ἐπιχειρέω		m|m|
1	7	ἀληθῆ	t_7	100678127	a-p---na-	a-p---na-		ἀληθής	ἀληθής		m|m|
1	8	λέγειν	t_8	100678128	v--pna---	v--pna---		λέγω3	λέγω		m|m|
1	9	,	t_9	100678129	u--------	u--------		,	,		m|m|
1	10	καὶ	t_10	100678130	c--------	c--------		καί	καί		m|m|
1	11	μὴ	t_11	100678131	d--------	d--------		μή	μή		m|m|
1	12	μείζους	t_12	100678132	a-p---fac	a-p---fac		μέγας	μέγας		m|m|
1	13	ποιεῖσθαι	t_13	100678133	v--pne---	v--pnm---		ποιέω	ποιέω		m|m|
1	14	τὰς	t_14	100678134	l-p---fa-	l-p---fa-		ὁ	ὁ		m|m|
1	15	ὑποσχέσεις	t_15	100678135	n-p---fa-	n-p---fa-		ὑπόσχεσις	ὑπόσχεσις		m|m|
1	16	ὧν	t_16	100678136	p-p---fg-	p-p---ng-		ὅς	ὅς		m|m|
1	17	ἔμελλον	t_17	100678137	v3piia---	v3piia---		μέλλω	μέλλω		m|m|
1	18	ἐπιτελεῖν	t_18	100678138	v--pna---	v--pna---		ἐπιτελέω	ἐπιτελέω		m|m|
1	19	,	t_19	100678139	u--------	u--------		,	,		m|m|
1	20	οὐκ	t_20	100678140	d--------	d--------		οὐ	οὐ		m|m|
1	21	ἂν	t_21	100678141	d--------	g--------		ἄν	ἄν		m|m|
1	22	κακῶς	t_22	100678142	d--------	d--------		κακός	κακός		m|m|
1	23	ἤκουον	t_23	100678143	v3piia---	v3piia---		ἀκούω	ἀκούω		m|m|
1	24	ὑπὸ	t_24	100678144	r--------	r--------		ὑπό	ὑπό		m|m|
1	25	τῶν	t_25	100678145	l-p---mg-	l-p---mg-		ὁ	ὁ		m|m|
1	26	ἰδιωτῶν	t_26	100678146	n-p---mg-	n-p---mg-		ἰδιώτης	ἰδιώτης		m|m|
1	27	·	t_27	100678147	u--------	u--------		·	·		m|m|
1	28	νῦν	t_28	100678148	d--------	d--------		νῦν	νῦν		m|m|
1	29	δʼ	t_29	100678149	d--------	c--------		δέ	δέ		m|m|
1	30	οἱ	t_30	100678150	l-p---mn-	l-p---mn-		ὁ	ὁ		m|m|
1	31	τολμῶντες	t_31	100678151	v-pppamn-	v-pppamn-		τολμάω	τολμάω		m|m|
1	32	λίαν	t_32	100678152	d--------	d--------		λίαν	λίαν		m|m|
1	33	ἀπερισκέπτως	t_33	100678153	d--------	d--------		ἀπερισκέπτως	ἀπερίσκεπτος		m|m|@
1	34	ἀλαζονεύεσθαι	t_34	100678154	v--pne---	v--pnm---		ἀλαζονεύομαι	ἀλαζονεύομαι		m|m|
1	35	πεποιήκασιν	t_35	100678155	v3pria---	v3pria---		ποιέω	ποιέω		m|m|
1	36	ὥστε	t_36	100678156	c--------	c--------		ὥστε	ὥστε		m|m|
1	37	δοκεῖν	t_37	100678157	v--pna---	v--pna---		δοκέω	δοκέω		m|m|
1	38	ἄμεινον	t_38	100678158	a-s---nac	a-s---nac		ἀμείνων	ἀγαθός		m|m|@
1	39	βουλεύεσθαι	t_39	100678159	v--pne---	v--pnm---		βουλεύω	βουλεύω		m|m|
1	40	τοὺς	t_40	100678160	l-p---ma-	l-p---ma-		ὁ	ὁ		m|m|
1	41	ῥᾳθυμεῖν	t_41	100678161	v--pna---	v--pna---		ῥᾳθυμέω	ῥαθυμέω		m|m|
1	42	αἱρουμένους	t_42	100678162	v-pppema-	v-pppmma-		αἱρέω	αἱρέω		m|m|
