ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	πολλὰ	t_1	102434337	a-p---na-	a-p---na-		πολύς	πολύς		m|m|
1	2	καὶ	t_2	102434338	c--------	c--------		καί	καί		m|m|
1	3	δεινὰ	t_3	102434339	a-p---na-	a-p---na-		δεινός	δεινός		m|m|
1	4	συνειδὼς	t_4	102434340	v-srpamn-	v-srpamn-		σύνοιδα	σύνοιδα		m|m|
1	5	Σίμωνι	t_5	102434341	n-s---md-	n-s---md-		σίμων	Σίμων		m|m|
1	6	,	t_6	102434342	u--------	u--------		,	,		m|m|
1	7	ὦ	t_7	102434343	i--------	i--------		ὦ	ὦ		m|m|
1	8	βουλή	t_8	102434344	n-s---fv-	n-s---fv-		βουλή	βουλή		m|m|
1	9	,	t_9	102434345	u--------	u--------		,	,		m|m|
1	10	οὐκ	t_10	102434346	d--------	d--------		οὐ	οὐ		m|m|
1	11	ἄν	t_11	102434347	d--------	g--------		ἄν	ἄν		m|m|
1	12	ποτʼ	t_12	102434348	d--------	d--------		ποτέ	ποτέ		m|m|
1	13	αὐτὸν	t_13	102434349	p-s---ma-	p-s---ma-		αὐτός	αὐτός		m|m|
1	14	εἰς	t_14	102434350	r--------	r--------		εἰς	εἰς		m|m|
1	15	τοσοῦτον	t_15	102434351	p-s---na-	p-s---na-		τοσοῦτος	τοσοῦτος		m|m|
1	16	τόλμης	t_16	102434352	n-s---fg-	n-s---fg-		τόλμα	τόλμα		m|m|
1	17	ἡγησάμην	t_17	102434353	v1saim---	v1saim---		ἡγέομαι	ἡγέομαι		m|m|
1	18	ἀφικέσθαι	t_18	102434354	v--anm---	v--anm---		ἀφικνέομαι	ἀφικνέομαι		m|m|
1	19	,	t_19	102434355	u--------	u--------		,	,		m|m|
1	20	ὥστε	t_20	102434356	c--------	c--------		ὥστε	ὥστε		m|m|
1	21	ὑπὲρ	t_21	102434357	r--------	r--------		ὑπέρ	ὑπέρ		m|m|
1	22	ὧν	t_22	102434358	p-p---ng-	p-p---ng-		ὅς	ὅς		m|m|
1	23	αὐτὸν	t_23	102434359	p-s---ma-	p-s---ma-		αὐτός	αὐτός		m|m|
1	24	ἔδει	t_24	102434360	v3siia---	v3siia---		δεῖ	δέω		m|m|@
1	25	δοῦναι	t_25	102434361	v--ana---	v--ana---		δίδωμι	δίδωμι		m|m|
1	26	δίκην	t_26	102434362	n-s---fa-	n-s---fa-		δίκη	δίκη		m|m|
1	27	,	t_27	102434363	u--------	u--------		,	,		m|m|
1	28	ὑπὲρ	t_28	102434364	r--------	r--------		ὑπέρ	ὑπέρ		m|m|
1	29	τούτων	t_29	102434365	p-p---ng-	p-p---ng-		οὗτος	οὗτος		m|m|
1	30	ὡς	t_30	102434366	d--------	c--------		ὡς	ὡς		m|m|
1	31	ἀδικούμενον	t_31	102434367	v-sppema-	v-sppmma-		ἀδικέω	ἀδικέω		m|m|
1	32	ἔγκλημα	t_32	102434368	n-s---na-	n-s---na-		ἔγκλημα	ἔγκλημα		m|m|
1	33	ποιήσασθαι	t_33	102434369	v--anm---	v--anm---		ποιέω	ποιέω		m|m|
1	34	καὶ	t_34	102434370	c--------	c--------		καί	καί		m|m|
1	35	οὕτω	t_35	102434371	d--------	d--------		οὕτως	οὕτως		m|m|
1	36	μέγαν	t_36	102434372	a-s---ma-	a-s---ma-		μέγας	μέγας		m|m|
1	37	καὶ	t_37	102434373	c--------	c--------		καί	καί		m|m|
1	38	σεμνὸν	t_38	102434374	a-s---ma-	a-s---ma-		σεμνός	σεμνός		m|m|
1	39	ὅρκον	t_39	102434375	n-s---ma-	n-s---ma-		ὅρκος	ὅρκος		m|m|
1	40	διομοσάμενον	t_40	102434376	v-sapmma-	v-sapmma-		διόμνυμι	διόμνυμι		m|m|
1	41	εἰς	t_41	102434377	r--------	r--------		εἰς	εἰς		m|m|
1	42	ὑμᾶς	t_42	102434378	p-p---ma-	p-p---ca-		σύ	σύ		m|m|
1	43	ἐλθεῖν	t_43	102434379	v--ana---	v--ana---		ἔρχομαι	ἔρχομαι		m|m|
1	44	.	t_44	102434380	u--------	u--------		.	.		m|m|
2	1	εἰ	t_45	102434381	c--------	c--------		εἰ	εἰ		m|m|
2	2	μὲν	t_46	102434382	d--------	g--------		μέν	μέν		m|m|
2	3	οὖν	t_47	102434383	d--------	g--------		οὖν	οὖν		m|m|
2	4	ἄλλοι	t_48	102434384	a-p---mn-	p-p---mn-		ἄλλος	ἄλλος		m|m|
2	5	τινὲς	t_49	102434385	p-p---cn-	p-p---cn-		τις	τις		m|m|
